OBJECTID,PARK_NUMBER,PARK_NAME,SAP_EQUIPMENT,SAP_FUNCTIONAL_LOCATION,ITEM_TYPE,ITEM_DESCRIPTION,X,Y
165,D3192,WATERFRONT PARK,100293104,B-RE-1186-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.045966045,-27.448554374
166,D0276,SANDGATE FORESHORES PARK,200481609,B-RE-1875-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.087161175,-27.3291217619999
167,D0567,KEV HOOPER MEMORIAL PARK,100292253,B-RE-1625-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.976036959,-27.590475324
168,D1061,GEMSTONE CRESCENT PARK,100116116,B-RE-2592-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,153.016717557,-27.591997389
169,D1523,KING STREET PARK,200522411,B-RE-2257-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.102299745,-27.60348992
170,D0096,CITY BOTANIC GARDENS,100305389,B-RE-1735-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN WITH DOG BOWL,153.028681768,-27.475412873
171,D0549,FRENEY STREET PARK,100306180,B-RE-1640-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.01642144,-27.552506417
172,D0230,BRADBURY PARK,200547653,B-RE-2002-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.029105336,-27.393931949
173,D0782,CYRIL SIMS PARK,200533636,B-RE-2512-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.059974307,-27.613532746
174,D0475,REGATTA PARK,200518980,B-RE-1368-N003,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.996103513,-27.48359648
175,D0826,KLUVER STREET LIONS PARK,200526091,B-RE-2397-N002,BUBBLER/DRINKING FOUNTAIN,KNEE HEIGHT BUBBLER,153.013225301,-27.3165879059999
176,D1095,WILCANNIA PARK,200474409,B-RE-2537-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.967389037,-27.44941883
177,D0647,MT COOT-THA BOTANIC GARDEN,200537013,B-RE-1597-N023,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.978311132,-27.475958324
178,D1174,WENDY TURNBULL PARK,200475474,B-RE-2113-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.036288024,-27.330229738
179,D2213,PARKINSON RECREATIONAL RESERVE,200565221,B-RE-2788-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.023599696,-27.6291007519999
180,D0247,MERCER PARK,200546209,B-RE-1903-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.041950902,-27.407637294
181,D0912,ITHACA MEMORIAL PARK (ROAD RESERVE),200533923,B-RE-2386-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.000545613,-27.458506712
182,D1362,WARREN RITCHIE MEMORIAL COMPLEX PARK,200527869,B-RE-2226-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.929910839,-27.6077718769999
183,D1799,CLAREMONT PARADE PARK,200525784,B-RE-0631-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.973391922,-27.631408795
184,D0134,WILLMINGTON PARK,200474487,B-RE-1710-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.993047074,-27.427060495
185,D1084,THOMAS GRAY PARK,200526094,B-RE-2547-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.015196123,-27.307112784
186,D0647,MT COOT-THA BOTANIC GARDEN,200537082,B-RE-1597-N042,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.978886063,-27.4767045139999
187,D0084,NEWSTEAD PARK,200520330,B-RE-1828-N005,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.046076823,-27.4431920219999
188,D1845,ROCKS RIVERSIDE PARK,200527745,B-RE-0673-N016,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,152.961253036,-27.5430026569999
189,D0680,KANGAROO POINT CLIFFS PARK,200485262,B-RE-1557-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.033258901,-27.480808832
190,D0680,KANGAROO POINT CLIFFS PARK,200478894,B-RE-1557-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,153.032897851,-27.481283875
191,D0429,KENNEWELL PARK,200518918,B-RE-1502-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.960723739,-27.50682855
192,D0338,JINDALEE BOAT RAMP PARK,100276489,B-RE-1920-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.929308611,-27.5297284499999
193,D2031,WOLSTON CREEK BUSHLAND RESERVE,200488262,B-RE-0066-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.902917785,-27.563519261
194,D2031,WOLSTON CREEK BUSHLAND RESERVE,100291620,B-RE-0066-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.902389957,-27.563313469
195,D0869,SUNSET PARK,200511220,B-RE-2381-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.974200318,-27.452374124
196,D1615,GRANDVIEW PLACE PARK,200480333,B-RE-0510-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.122890143,-27.516837852
197,D1615,GRANDVIEW PLACE PARK,100273637,B-RE-0510-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.12215764,-27.517355101
198,D0230,BRADBURY PARK,100119058,B-RE-2002-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.028254255,-27.395924227
199,D0420,SIR JOHN CHANDLER PARK,200472072,B-RE-1511-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.008968384,-27.519348217
200,D0214,HUXTABLE PARK,100276644,B-RE-1773-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.017612034,-27.3881725059999
201,D0680,KANGAROO POINT CLIFFS PARK,200527466,B-RE-1557-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.034751486,-27.47773344
202,D1886,KOOKABURRA PARK - WEST,200485058,B-RE-0610-N004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN DISABLED ACCESS,152.83851654,-27.543797088
203,D0680,KANGAROO POINT CLIFFS PARK,200478910,B-RE-1557-N014,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.034208917,-27.4786672549999
204,D0680,KANGAROO POINT CLIFFS PARK,200524564,B-RE-1557-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.033830173,-27.4787209039999
205,D1381,AMAZONS PLACE PARK,200555718,B-RE-2280-N006,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS FOUNTAIN,152.956306665,-27.534453669
206,D0568,GRENIER PARK,200485985,B-RE-1624-N003,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,153.019197406,-27.579537887
207,D0926,MANSFIELD PARK (ROAD RESERVE),200475298,B-RE-2684-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.987330403,-27.5085388269999
208,D2030,TRAVORTEN DRIVE PARK,200484160,B-RE-0067-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.005182214,-27.3336408069999
209,D0084,NEWSTEAD PARK,200520136,B-RE-1828-N011,BUBBLER/DRINKING FOUNTAIN,SPECIAL TYPE FOUNTAIN,153.046281096,-27.4422426369999
210,D0680,KANGAROO POINT CLIFFS PARK,200524375,B-RE-1557-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER - APPOLLO 400,153.033266481,-27.479780935
211,D2118,CAPTAIN DOUG HISLOP PARK,200513067,B-RE-0305-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.099036358,-27.448385683
212,D0518,GEORGE CLAYTON PARK,200487245,B-RE-1684-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.184963568,-27.446860622
213,D2672,BULIMBA RIVERSIDE PARK,200510377,B-RE-0233-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.054433136,-27.453803794
214,D0723,CARINDALE RECREATION RESERVE,200515247,B-RE-1590-N006,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.108836228,-27.4968649379999
215,D2171,SANCTUARY DRIVE PARK,200525868,B-RE-0205-N003,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.983533684,-27.63565876
216,D1948,MERTHYR ROAD PARK,200528419,B-RE-0144-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.052531909,-27.4653339989999
217,D2672,BULIMBA RIVERSIDE PARK,200510376,B-RE-0233-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.054732358,-27.4540449309999
218,D2472,MAIDSTONE STREET PARK,200519788,B-RE-0343-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.015907801,-27.454717396
219,D0338,JINDALEE BOAT RAMP PARK,100304659,B-RE-1920-N007,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.929789619,-27.5290548419999
220,D0943,I. S. A.  MEMORIAL PARK,200533141,B-RE-2669-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.971487884,-27.5959517809999
221,D2152,HOWARD SMITH WHARF PRECINCT,100270644,B-RE-0106-N004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.034639575,-27.4624065479999
222,D0157,JURAYELBA PLACE PARK,200485910,B-RE-1741-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.960728549,-27.407901716
223,D0249,MT COOT-THA RESERVE,200497848,B-RE-1901-N037,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN TAP & DOG BOWL,152.928645369,-27.4785876559999
224,D1639,ADAM SMIDDY PARK,200519035,B-RE-0650-N001,BUBBLER/DRINKING FOUNTAIN,CONE TYPE,153.004216373,-27.470702219
225,D0680,KANGAROO POINT CLIFFS PARK,200524038,B-RE-1557-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.032686988,-27.481764063
226,D0067,BELMONT RECREATION RESERVE,200475184,B-RE-1843-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.095927501,-27.495317363
227,D0662,JOHN GOSS RESERVE,200482299,B-RE-1672-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.00840368,-27.3790363479999
228,D1247,KARAWATHA FOREST PARK,200474931,B-RE-2072-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & MAINTENANCE TAP,153.091506856,-27.623311504
229,D0321,LUCOCK PLACE PARK,200475065,B-RE-1935-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.970679025,-27.560643817
230,D0080,MERTHYR PARK,200470648,B-RE-1832-N007,BUBBLER/DRINKING FOUNTAIN,FOUNTAIN - DISABLED ACCESS,153.044798279,-27.475391773
231,D2270,QUEEN BESS STREET PARK,100302814,B-RE-2897-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.037867691,-27.49489686
232,D2309,FENWICK CRESCENT PARK,100302965,B-RE-2945-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.032966937,-27.6013504859999
233,D0095,NEW FARM PARK,200501267,B-RE-1736-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.052175014,-27.468656661
234,D0919,AVONDALE PARK,200533422,B-RE-2690-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.945193085,-27.544579568
235,D0249,MT COOT-THA RESERVE,200473894,B-RE-1901-N044,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.958857577,-27.4848269889999
236,D0705,SANANANDA STREET PARK,200487260,B-RE-1536-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.942813424,-27.57339186
237,D0347,DAVIES PARK,100290205,B-RE-1907-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.005838175,-27.4789380839999
238,D0477,MILTON PARK,100089110,B-RE-1375-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,153.001004914,-27.470572273
239,D0151,OXFORD GROVE PARK,200485540,B-RE-1747-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.961412891,-27.398446263
240,D0160,WALTON BRIDGE RESERVE,100269083,B-RE-1738-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.955144715,-27.445776995
241,D0160,WALTON BRIDGE RESERVE,200472137,B-RE-1738-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.955136071,-27.4448534119999
242,D0486,LANGLEY AVENUE PARK,200488309,B-RE-1384-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.016200199,-27.440600106
243,D1048,FAVERSHAM STREET PARK,200481959,B-RE-2602-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.038764565,-27.49633957
244,D0151,OXFORD GROVE PARK,200541822,B-RE-1747-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.96409734,-27.398218194
245,D0276,SANDGATE FORESHORES PARK,200516087,B-RE-1875-N025,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.068987562,-27.3129981019999
246,D0276,SANDGATE FORESHORES PARK,200516066,B-RE-1875-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.069342103,-27.311736272
247,D0927,JAMES FRENEY PARK,100299414,B-RE-2683-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,153.011154033,-27.5812480399999
248,D0166,ASCOT PARK,100281846,B-RE-1982-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.06283955,-27.4302605509999
249,D0096,CITY BOTANIC GARDENS,100278174,B-RE-1735-N020,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.030600695,-27.4726428079999
250,D0127,SEDGLEY PARK,100302412,B-RE-1697-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH DOG BOWL,153.005738358,-27.429116409
251,D0127,SEDGLEY PARK,100302411,B-RE-1697-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH DOG BOWL,153.005741035,-27.429104227
252,D0718,FERGUSON PARK (BRACKEN RIDGE),200503002,B-RE-2502-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.036535172,-27.317907029
253,D0051,MURARRIE RECREATION GROUND,200513376,B-RE-1858-N008,BUBBLER/DRINKING FOUNTAIN,DISABLED DRINKING FOUNTAIN,153.105910126,-27.470245045
254,D0276,SANDGATE FORESHORES PARK,200516453,B-RE-1875-N026,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN WITH BOWL AND DRAIN,153.084069889,-27.3232269379999
255,D0084,NEWSTEAD PARK,200520241,B-RE-1828-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.046024284,-27.443054205
256,D1984,JEAYS STREET PARK,200484350,B-RE-0183-N002,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,153.036210837,-27.448793059
257,D1077,ALCHERINGA PLACE PARK,100290851,B-RE-2553-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.052849602,-27.5612110719999
258,D1551,SVOBODA PARK,200482204,B-RE-0394-N003,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.097926414,-27.6053705479999
259,D0355,DUTTON PARK,200517730,B-RE-1487-N012,BUBBLER/DRINKING FOUNTAIN,FOUNTAIN & 2 TAPS,153.024444993,-27.496934567
260,D0563,MORTIMER ROAD PARK,200482211,B-RE-1629-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.016805907,-27.577954764
261,D0083,VICTORIA PARK,200518350,B-RE-1829-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.021570591,-27.4557095129999
262,D0779,C. SLAUGHTER PARK,200525958,B-RE-2515-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.035845909,-27.32694486
263,D0083,VICTORIA PARK,200518037,B-RE-1829-N015,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS BUBBLER,153.025088644,-27.454512866
264,D0083,VICTORIA PARK,200518378,B-RE-1829-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.023333819,-27.4510409819999
265,D0247,MERCER PARK,200500197,B-RE-1903-N006,BUBBLER/DRINKING FOUNTAIN,BIKEWAY REST STOP,153.038669498,-27.411111251
266,D1845,ROCKS RIVERSIDE PARK,200527670,B-RE-0673-N021,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,152.959146184,-27.542559958
267,D1845,ROCKS RIVERSIDE PARK,200527677,B-RE-0673-N021,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,152.959337232,-27.541297088
268,D1845,ROCKS RIVERSIDE PARK,200527680,B-RE-0673-N021,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,152.959774046,-27.541889144
269,D0308,FRANCIS OUTLOOK PARK,200470495,B-RE-2016-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.976267582,-27.537022024
270,D0680,KANGAROO POINT CLIFFS PARK,200524484,B-RE-1557-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.029989198,-27.482346208
271,D0099,KING GEORGE SQUARE,200507106,B-RE-1733-N003,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN (DISABLED),153.024581783,-27.4684447669999
272,D1247,KARAWATHA FOREST PARK,200570009,B-RE-2072-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.091145059,-27.6235167799999
273,D2304,REDHEAD STREET PARK,100302298,B-RE-2935-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH DOG BOWL,152.982089365,-27.614322084
274,D0077,FOUNTAIN RESERVE,100109413,B-RE-1835-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.030098715,-27.4659703309999
275,D2303,WYNNUM PLAZA PARK,100302293,B-RE-2934-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH DOG BOWL,153.154505999,-27.455556072
276,D2495,FABIAN PLACE PARK,100302282,B-RE-0338-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.04451915,-27.327177231
277,D0844,ALANA COURT PARK,100302279,B-RE-2424-N001,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.947149083,-27.4975321869999
278,D0213,MELALEUCA GREEN PARK,200475527,B-RE-1774-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.009221412,-27.3866724329999
279,D3753,PARKSIDE CIRCUIT PARK,100124316,B-RE-0012-N001,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER,153.087655551,-27.4443376209999
280,D0699,HERCULES STREET PARK,100300195,B-RE-1542-N004,BUBBLER/DRINKING FOUNTAIN,DOG BOWL WITH TAP,153.068818433,-27.43858431
281,D0168,HAMILTON PARK,100300398,B-RE-1980-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.063028102,-27.439949253
282,D0660,CANTERBURY PARK,200502816,B-RE-1674-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.007173273,-27.3044767339999
283,D0594,PORTER'S PADDOCK PARK,200557899,B-RE-1408-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.114928488,-27.4828443179999
284,D0647,MT COOT-THA BOTANIC GARDEN,200541597,B-RE-1597-N028,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.976254442,-27.47440103
285,D0304,STRICKLAND TERRACE PARK,200486844,B-RE-2019-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.989481505,-27.527265245
286,D0304,STRICKLAND TERRACE PARK,200557432,B-RE-2019-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.98970496,-27.528752668
287,D0288,MOORA PARK,200522654,B-RE-1865-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.085150962,-27.3248881219999
288,D0288,MOORA PARK,200482512,B-RE-1865-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.085498115,-27.325107337
289,D0083,VICTORIA PARK,200482036,B-RE-1829-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.026301869,-27.450696395
290,D0624,HOLMEAD PARK,200480886,B-RE-1659-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.091294545,-27.568301892
291,D1430,GREEN HILL RESERVOIR PARK,100293860,B-RE-2245-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.956331047,-27.4940168639999
292,D0393,EKIBIN PARK EAST,100262592,B-RE-1449-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,153.040916765,-27.5078150749999
293,D0083,VICTORIA PARK,100293846,B-RE-1829-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.026171594,-27.4540823409999
294,D0249,MT COOT-THA RESERVE,100264658,B-RE-1901-N034,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.965468071,-27.4742413279999
295,D0249,MT COOT-THA RESERVE,100264659,B-RE-1901-N034,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN 2 TAPS & DOG BOWL,152.965723604,-27.4741002229999
296,D0129,ENOGGERA MEMORIAL PARK,100293861,B-RE-1700-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.986999758,-27.416422938
297,D3175,TRYON STREET PARK,100293903,B-RE-1190-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.084328484,-27.5598038009999
298,D3175,TRYON STREET PARK,100293904,B-RE-1190-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.084624032,-27.5600388039999
299,D0518,GEORGE CLAYTON PARK,200475669,B-RE-1684-N001,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,153.18550583,-27.446522119
300,D0276,SANDGATE FORESHORES PARK,200516064,B-RE-1875-N014,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.069540835,-27.3132070469999
301,D2072,CALAMVALE DISTRICT PARK,100291111,B-RE-0312-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,153.037991748,-27.6209098429999
302,D2072,CALAMVALE DISTRICT PARK,100291115,B-RE-0312-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.037972974,-27.620802898
303,D2072,CALAMVALE DISTRICT PARK,100291120,B-RE-0312-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.03761143,-27.6205597759999
304,D0230,BRADBURY PARK,100291121,B-RE-2002-N009,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,153.02802466,-27.394786946
305,D2072,CALAMVALE DISTRICT PARK,100291122,B-RE-0312-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,153.038000466,-27.621285927
306,D0647,MT COOT-THA BOTANIC GARDEN,200536897,B-RE-1597-N039,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.976742192,-27.475551829
307,D0438,NUDGEE BEACH RESERVE,200522973,B-RE-1447-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,153.1006205,-27.343594691
308,D0633,BROOK STREET PARK,200543097,B-RE-1611-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.987392605,-27.410036415
309,D0647,MT COOT-THA BOTANIC GARDEN,200537391,B-RE-1597-N031,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.975876265,-27.4768462769999
310,D0230,BRADBURY PARK,100291123,B-RE-2002-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.028748857,-27.3936807709999
311,D0822,PATERSON PARK,100291124,B-RE-2401-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER/TAP,153.05227026,-27.6028298529999
312,D0607,NATHAN ROAD PARK,100291132,B-RE-0018-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & WATER BOTTLE FILLER,153.070086533,-27.5867414809999
313,D0607,NATHAN ROAD PARK,100291135,B-RE-0018-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.070132494,-27.5863116739999
314,D0840,JAGERA PARK,100291172,B-RE-2427-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.087522341,-27.5933261449999
315,D0227,MARCHANT PARK,100291173,B-RE-1761-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.029524518,-27.376776298
316,D0227,MARCHANT PARK,100291179,B-RE-1761-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & DOG BOWL,153.030097505,-27.376452968
317,D0480,PERRIN PARK,100291138,B-RE-1378-N009,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.992016775,-27.49198455
318,D0227,MARCHANT PARK,100291309,B-RE-1761-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.033574989,-27.3759914899999
319,D0227,MARCHANT PARK,100291310,B-RE-1761-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.03157272,-27.3744450799999
320,D0227,MARCHANT PARK,100291311,B-RE-1761-N014,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.029226122,-27.374165212
321,D0227,MARCHANT PARK,100291312,B-RE-1761-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.03087568,-27.3755729819999
322,D1757,DARIEN STREET PARK (NO.29),100134002,B-RE-0618-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.991422247,-27.35682929
323,D0261,KINGFISHER PARK,200510634,B-RE-1889-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.932067667,-27.524330752
324,D1497,DARLING POINT PARK (ROAD RESERVE),200541759,B-RE-2196-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.18719465,-27.448286997
325,D0276,SANDGATE FORESHORES PARK,100308667,B-RE-1875-N026,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.084025246,-27.323339474
326,D0612,BELLEVUE AVENUE PARK,200542642,B-RE-1642-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.984624478,-27.410493183
327,D0109,WEMBLEY PARK,200476185,B-RE-1726-N003,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.059869859,-27.488182788
328,D0647,MT COOT-THA BOTANIC GARDEN,200537407,B-RE-1597-N025,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.977315101,-27.477261088
329,D2072,CALAMVALE DISTRICT PARK,200538555,B-RE-0312-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.037903852,-27.6221291809999
330,D3054,HEATHWOOD PARK,200551903,B-RE-1129-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.986994514,-27.637319103
